"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vdir6";"Vvit6";"Vdir9";"Vvit9";"Vdir12";"Vvit12";"Vdir15";"Vvit15";"Vdir18";"Vvit18";"Vx";"maxO3v"
"20000814";64;19.1;20;23.2;23.1;23.1;7;8;7;7;3;190;4;200;5;230;5;220;7;240;5;-3.8302;89
"20000815";75;14.8;18.7;22.9;24.7;22.5;2;1;1;5;6;280;1;320;3;270;3;250;3;250;3;-3;64
"20000816";58;17.3;20.4;22.5;23.5;21.9;7;6;7;7;6;180;4;220;5;250;5;250;5;250;4;-4.6985;75
"20000817";80;14.6;18.7;22.7;23;20.4;1;3;5;5;7;270;2;290;3;240;4;240;3;240;5;-3.4641;58
"20000818";53;15.1;18.9;20.5;19.2;18.7;7;8;8;8;7;150;2;180;4;200;4;200;1;140;2;-1.3681;80
"20000819";61;16.8;18.6;20.2;22;17.8;7;7;7;7;8;180;2;210;2;220;2;230;2;220;3;-1.2856;53
"20000820";55;13.5;16.8;15.9;16.2;17;8;8;8;7;7;350;2;60;3;340;1;20;3;310;2;-0.342;61
"20000821";70;10.5;15.5;20;20.5;17.4;2;1;4;7;3;0;0;190;2;230;3;250;4;200;1;-2.2981;55
"20000822";85;11.9;18.3;22;24;23.4;6;6;6;6;1;120;2;140;5;120;5;110;6;110;5;4.3301;70
"20000823";120;17.6;22;26.9;29.6;27.3;7;5;1;1;6;90;5;100;7;110;7;110;6;100;4;6.5778;85
"20000824";140;16.8;23.3;27.8;31.4;29.9;6;2;2;0;2;190;1;30;2;40;5;80;5;90;3;3.2139;120
"20000825";126;20.2;25.8;31.2;32.7;28;2;2;7;7;7;80;2;120;5;120;6;150;5;210;5;5.1962;140
"20000826";102;18;18.8;19.8;22.9;20.9;8;8;8;2;6;80;3;340;1;310;5;310;3;290;5;-3.8302;126
"20000827";66;14.6;18;21.7;19.8;20.1;7;3;6;6;6;220;2;290;5;250;5;340;2;280;5;-4.6985;102
"20000828";68;14.6;18.7;20.1;20;20.3;7;7;7;7;2;230;1;190;1;260;2;310;1;300;1;-1.9696;66
"20000829";72;14;18.4;22.3;23.3;21;3;6;7;7;7;170;1;100;1;190;1;80;3;30;4;-0.1736;68
"20000830";91;14.8;19.8;23.4;22.8;20.7;4;5;5;5;3;20;3;360;3;60;5;60;5;30;4;4.3301;72
"20000831";113;11.9;18.5;24.2;24.1;21;7;3;6;7;6;320;1;170;2;230;3;240;5;230;5;-2.2981;91
"20000901";79;12.7;17.5;20.5;20.5;18.3;1;3;5;6;4;270;2;280;5;260;6;250;6;250;6;-5.9088;113
"20000902";68;14.9;18;20.5;20.4;18.4;2;6;5;4;6;260;4;290;6;340;6;340;5;320;5;-2.0521;79
"20000903";79;12.1;15.1;18.7;20.7;18.9;7;7;7;3;1;270;2;320;3;10;3;20;3;10;5;0.5209;68
"20000904";79;6.9;15.1;19.8;21.2;19.1;1;1;5;3;5;330;1;30;2;120;2;360;1;20;2;1.7321;79
"20000905";102;9;17.9;21.9;23;19.9;3;7;8;7;8;0;0;210;3;210;4;260;4;240;4;-2;79
"20000906";64;16.8;19;21.4;21.5;19.7;7;7;7;8;8;210;5;230;6;240;6;270;5;260;4;-5.1962;102
"20000907";74;11.1;16.6;20.5;21.8;21.9;3;7;5;7;6;230;1;290;2;270;2;340;1;0;0;-2;64
"20000908";53;14.5;20.7;23.3;24.1;23;2;4;5;6;4;170;1;230;2;290;2;350;2;30;3;-1.8794;74
"20000909";83;15.8;22.2;25.9;27.8;25.4;3;1;1;1;0;30;1;90;3;70;3;80;3;50;4;2.8191;53
"20000910";95;16.3;22.4;28.5;30.5;28.7;1;0;0;0;0;100;1;90;3;110;4;140;3;90;2;3.7588;83
"20000911";123;17.5;22.6;30.6;31.8;25.6;6;6;4;3;7;120;2;120;3;170;5;220;3;270;4;0.8682;95
"20000912";85;17;16.9;18.6;20.6;18.5;8;8;7;3;5;330;4;330;3;320;4;330;3;360;3;-2.5712;123
"20000913";64;11.2;15;18.9;20.4;19;6;8;7;7;7;0;0;260;1;280;1;330;2;260;1;-0.9848;85
"20000914";70;13.6;18.9;23.1;23.5;21.8;1;1;4;7;5;230;1;240;1;230;3;260;3;220;2;-2.2981;64
"20000915";68;15.5;18.5;22.5;18.6;17.1;9;6;7;6;5;210;3;200;5;210;8;300;6;300;4;-4;70
"20000916";69;12.4;17.1;20.9;21.2;17.9;6;3;5;4;4;260;3;290;4;300;4;340;5;10;4;-3.4641;68
"20000917";68;9.3;15.5;18.7;20.2;18.3;3;6;7;6;6;230;1;320;3;290;3;300;1;270;1;-2.8191;69
"20000918";66;13.3;16;19.3;19.7;18.8;7;7;7;8;8;190;4;190;5;200;9;230;9;200;5;-3.0782;68
"20000919";55;13.5;14;13.8;15.3;14.6;8;8;8;8;7;100;2;210;1;200;3;210;3;210;3;-1.0261;66
"20000920";61;9.8;14.7;15.4;18.2;15.2;1;4;6;5;4;180;3;200;4;240;3;270;5;240;2;-2.5981;55
"20000921";61;12.2;14.6;17.3;20.9;18.7;7;8;7;4;1;170;5;170;8;210;7;210;7;210;3;-3.5;61
"20000922";64;17.7;20.3;23.4;24;22.1;8;5;6;5;3;180;5;210;5;220;7;240;4;160;2;-4.4995;61
"20000923";98;15;19.6;24.9;26.9;24.1;2;1;1;1;3;120;2;130;5;140;5;150;6;120;4;3.2139;64
"20000924";73;15.5;13.4;18.6;18.5;16.7;7;7;5;3;1;260;2;230;2;230;4;190;5;240;3;-3.0642;98
"20000925";72;12.4;15.7;20.4;22.8;19.5;6;7;6;6;2;140;2;170;2;190;6;210;5;200;2;-1.0419;73
"20000926";72;12.2;18.2;21.7;22;18.5;5;5;6;4;4;160;1;170;4;220;7;240;5;220;2;-4.4995;72
"20000927";51;10.9;15.4;19.2;18;16.4;1;6;7;8;8;160;3;190;4;220;7;210;8;200;7;-4.4995;72
"20000928";67;15.2;15.5;17.2;17.6;15.5;8;8;7;7;7;200;3;200;3;240;5;180;5;180;5;-4.3301;51
"20000929";72;12.6;15.6;18.6;18.6;16.3;6;1;4;2;2;170;4;190;4;190;5;250;6;220;2;-0.8682;67
"20000930";NA;9.8;13.1;18.1;18.9;14.5;5;6;5;6;7;180;1;200;3;240;3;240;3;330;3;-2.5981;72
"20010401";80;7.1;11.5;15.8;18.8;17.6;5;7;6;5;4;130;1;160;2;130;4;150;4;130;3;3.0642;83
"20010402";80;9.5;14.8;17.8;18.4;11.5;1;6;6;7;8;110;3;190;4;190;5;210;5;230;5;-0.8682;80
"20010403";86;7.7;11.7;14.7;12.8;12.4;1;4;7;7;7;220;3;260;4;200;7;200;5;200;8;-2.3941;80
"20010404";87;7.9;10.1;10.7;11.6;8.8;4;4;5;6;3;270;5;270;7;300;8;290;5;310;3;-6.9282;86
"20010405";74;6.5;8.6;11.3;11;13.4;7;8;8;8;6;190;4;200;4;210;9;210;8;260;5;-4.5;87
"20010406";78;11.2;12.4;13.1;14.1;12.4;7;8;8;7;6;210;5;200;6;230;6;240;7;260;7;-4.5963;74
"20010407";84;6.1;9.1;12.4;12.6;10.9;4;7;7;6;6;220;4;200;7;260;7;330;12;330;9;-6.8937;78
"20010408";88;8.4;10.5;12.7;12.8;13.1;6;3;7;8;7;340;6;350;6;320;5;270;1;260;5;-3.2139;84
"20010409";74;11.3;12.5;14.4;14.8;14.2;8;8;7;7;7;230;3;240;5;270;4;290;5;310;3;-4;88
"20010410";88;9.8;11;10.2;12;11;7;7;7;7;7;290;5;290;6;320;9;340;8;330;9;-5.7851;74
"20010411";89;9.2;9.8;12.8;13.3;11;7;8;4;3;6;350;4;330;4;350;7;360;6;20;6;-1.2155;88
"20010412";81;3.1;9;11.8;12.6;11.1;5;7;7;8;8;280;1;310;1;350;2;50;2;360;4;-0.3473;89
"20010413";81;8.2;10.1;11.5;11.5;10.7;8;8;7;7;4;20;2;80;3;20;3;30;5;20;4;1.0261;81
"20010414";99;1.4;7.7;10.4;12.5;12.3;1;3;6;6;7;180;1;90;2;50;1;260;2;310;3;0.766;81
"20010415";77;9.3;11.9;13.8;12;11.2;8;7;7;8;7;270;5;290;7;290;5;310;6;330;5;-4.6985;99
"20010416";75;5.9;10.3;12;12.1;11.6;3;5;5;6;4;320;3;20;4;360;5;20;5;30;5;0;77
"20010417";88;2.1;9.9;11.5;12.4;12;2;1;4;5;6;300;1;160;1;340;3;310;4;340;4;-1.0261;75
"20010418";89;8.1;10;10.1;10.3;8;8;8;7;7;1;260;4;350;6;360;6;360;7;350;5;0;88
"20010419";91;1.8;6.6;8.1;8.8;8.2;7;7;6;7;3;70;1;340;3;330;5;20;4;360;7;-2.5;89
"20010420";88;2.6;6;7.7;9.6;8.3;3;2;6;7;6;310;1;20;2;360;7;350;8;350;7;0;91
"20010421";94;2.3;7.8;10.3;10.4;9.3;1;6;4;5;7;320;1;360;7;10;6;360;5;340;4;1.0419;88
"20010422";84;5.7;8.7;9.8;8.7;7.1;8;7;8;8;8;170;2;180;5;170;7;160;5;130;6;1.2155;94
"20010423";93;5.6;8.3;12.9;14.2;12.9;6;6;6;5;7;350;1;320;2;310;4;240;3;200;4;-3.0642;84
"20010424";95;8.8;13.3;15;16.6;14.2;8;7;7;5;2;160;6;230;7;220;9;240;8;240;4;-5.7851;93
"20010425";84;7.9;10.3;14.3;9.9;12;5;7;6;7;7;180;4;230;7;250;9;270;4;240;7;-8.4572;95
"20010426";82;7.8;12.8;13;11.3;10.8;2;6;8;8;8;230;3;240;5;210;5;210;6;210;6;-2.5;84
"20010427";87;10.6;12.8;14.8;16.3;14;8;7;7;6;7;180;4;230;4;220;4;290;4;350;5;-2.5712;82
"20010428";93;11.3;10.9;12.8;16;14;8;8;6;5;6;240;4;240;3;240;5;250;5;240;5;-4.3301;87
"20010429";90;8.5;11.8;10.6;12.7;9.4;6;7;7;7;7;190;4;210;5;240;5;220;7;250;4;-4.3301;93
"20010430";83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90
"20010501";91;9.4;10.4;10.7;12.8;13.4;8;8;7;7;5;50;7;100;5;100;8;160;8;150;5;7.8785;83
"20010502";67;8.5;12;13.4;14.9;13.8;8;7;8;6;7;40;3;30;5;10;4;20;7;360;5;0.6946;91
"20010503";62;9.7;10;10.8;10.2;8.5;8;8;8;8;8;330;2;330;3;360;3;320;2;340;3;0;67
"20010504";80;8.7;8.7;9.7;10.4;9.8;8;8;8;8;8;30;5;20;4;30;7;40;8;20;5;3.5;62
"20010505";88;6.9;9.6;12.1;12.8;11.3;1;2;2;2;3;10;6;10;9;30;9;20;9;30;8;4.5;80
"20010506";83;5.8;8.4;9.8;11;10.8;7;7;7;7;7;10;4;30;5;30;7;30;7;20;5;3.5;88
"20010507";75;7.7;11.1;14.7;15.1;13.4;8;7;6;3;2;10;3;40;5;20;5;10;7;10;6;1.7101;83
"20010508";94;8.5;10.8;15.1;17.6;16.4;8;8;3;7;1;10;5;10;5;360;5;40;4;20;6;0;75
"20010509";61;10;10.9;15.9;16.8;17.6;8;8;7;6;3;20;3;350;2;40;3;20;4;350;3;1.9284;94
"20010510";63;10.4;12.5;17.3;19.9;18.8;6;7;8;8;8;310;1;10;1;40;1;350;1;100;3;0.6428;61
"20010511";110;11.5;14.3;22;24.1;22.3;9;5;5;4;6;0;0;180;1;240;2;180;2;30;4;-1.7321;63
"20010512";139;11.2;21.9;26;26.8;25.9;0;0;1;2;0;330;1;100;2;120;5;110;5;100;4;4.3301;110
"20010513";94;15.6;15.6;16.8;17.6;17.8;8;7;7;6;6;160;1;260;6;250;5;240;5;270;3;-4.6985;139
"20010514";94;8.8;15.8;19.6;19.2;19.1;6;6;5;7;7;210;1;120;3;170;3;170;3;170;3;0.5209;94
"20010515";88;9.9;14.8;14.9;17.7;14.9;5;7;7;5;7;110;1;220;3;210;4;220;9;230;5;-2;94
"20010516";96;13.2;13.2;15.7;17.3;15.7;6;7;7;5;7;220;7;230;5;230;6;210;9;230;7;-4.5963;88
"20010517";84;9.1;12.7;13.7;14.1;13.1;1;7;6;7;5;250;4;260;5;260;4;270;6;260;4;-3.9392;96
"20010518";80;8.9;13.7;16.1;16.7;14.9;3;5;2;1;0;270;3;320;6;340;6;350;6;360;5;-2.0521;84
"20010519";88;6.8;13.9;16.2;16.7;15.9;0;4;6;7;1;300;1;20;2;350;2;360;5;10;5;-0.3473;80
"20010520";101;10.3;16.8;19.9;21.3;20;5;3;3;3;2;20;2;60;3;70;6;20;6;50;6;5.6382;88
"20010521";117;10.6;16.8;22.1;23.4;22.3;0;0;0;1;1;40;2;20;4;70;6;50;6;30;6;5.6382;101
"20010522";109;10.9;17.5;22.5;25.2;24.2;1;2;2;3;5;360;2;360;2;40;5;60;5;40;5;3.2139;117
"20010523";122;14.9;20.2;22.8;24.2;22.5;5;3;1;3;1;360;2;40;2;50;3;350;4;350;6;2.2981;109
"20010524";143;12.4;19.4;24.6;25.2;23.7;1;1;3;5;3;320;2;210;1;80;1;20;2;10;2;0.9848;122
"20010525";130;13.3;17.8;21.4;21.5;19.4;8;3;6;7;7;230;4;250;3;200;4;220;3;230;4;-1.3681;143
"20010526";110;13.3;16.9;20.3;20.5;19.3;7;7;7;7;7;300;2;210;2;270;3;270;3;270;2;-3;130
"20010527";80;13.2;16.1;20.2;23.6;24.2;9;7;6;5;3;0;0;290;2;290;2;270;2;250;1;-1.8794;110
"20010528";106;14.2;21.9;26.9;28.9;29.3;5;6;5;3;1;0;0;240;2;280;2;320;2;310;2;-1.9696;80
"20010529";61;13.2;15.3;21.4;25.7;22.9;8;8;4;3;4;10;3;350;3;20;3;350;2;20;5;1.0261;106
"20010530";80;14.5;21.6;25;23.7;20;5;3;3;3;1;360;2;20;2;360;4;350;5;350;6;0;61
"20010531";84;13.3;16.5;19.1;18.3;16.4;3;6;4;2;1;340;3;320;5;350;7;350;7;360;6;-1.2155;80
"20010601";87;10.1;15.6;18.5;18.4;17.9;1;4;4;8;5;300;2;10;4;340;5;350;4;340;5;-1.7101;84
"20010602";82;12.8;17;18.4;17.7;15.8;6;5;5;7;7;250;3;300;5;330;8;330;6;360;4;-4;87
"20010603";92;11.3;15.3;17.6;19.5;18.3;1;2;5;4;1;60;2;80;3;70;2;10;3;30;3;1.8794;82
"20010604";114;9.3;16.2;19.7;22.5;22.5;1;1;1;0;1;50;2;80;1;10;2;350;1;20;1;0.3473;92
"20010605";94;12;17.4;20.5;20.4;18.7;6;8;8;7;7;110;1;210;1;260;3;240;5;240;5;-2.9544;114
"20010606";80;13.1;17.7;19.8;18.3;16.7;7;6;6;7;8;240;3;290;6;270;5;270;6;260;6;-5;94
"20010607";79;13.4;16.8;15.6;14.9;14.4;7;7;8;8;8;240;3;240;5;250;2;250;4;250;3;-1.8794;80
"20010608";70;11.3;13.4;13.8;15.4;15;8;8;8;8;NA;310;1;30;2;360;3;360;4;20;3;0;79
"20010609";99;10.9;15.1;17.6;18.9;17;7;2;4;4;NA;10;3;60;3;350;4;360;3;360;7;-0.6946;70
"20010610";79;9.3;14.9;17.5;18.9;16.8;6;5;5;4;2;300;2;360;4;350;6;350;8;340;8;-1.0419;99
"20010611";101;9.1;16.1;19.6;21.4;19.9;0;2;4;4;5;0;0;310;1;340;3;310;3;10;4;-1.0261;79
"20010612";106;10.1;18.3;21.9;22.9;21.7;7;5;6;8;7;300;1;140;2;230;3;260;4;280;2;-2.2981;101
"20010613";101;12.5;17.3;19.3;20.2;19.1;1;7;7;3;1;280;2;330;3;330;3;350;5;360;5;-1.5;106
"20010614";90;12.5;17.6;20.3;17.4;16.1;6;7;6;8;8;110;1;170;4;190;6;190;4;180;6;-1.0419;101
"20010615";72;14.3;18.3;19.6;19.4;18.6;6;7;5;6;6;190;5;190;5;200;8;230;9;200;7;-2.7362;90
"20010616";70;14.7;17.1;18.2;18;15.8;8;7;7;7;7;200;4;240;5;260;8;240;6;280;4;-7.8785;72
"20010617";83;13.4;15.4;17.4;16.6;15.9;7;8;7;7;6;270;4;300;5;340;6;330;6;330;7;-2.0521;70
"20010618";88;10.7;15.9;19.1;21.5;19.9;1;6;5;4;3;300;2;10;3;260;3;340;3;360;5;-2.9544;83
"20010619";121;12.7;18.3;22.6;23.7;23.5;NA;NA;NA;NA;NA;90;2;120;1;290;2;90;3;100;4;-1.8794;88
"20010620";145;15;21;24.6;26.9;26.7;0;0;1;1;0;90;1;200;1;310;2;340;2;310;2;-1.5321;121
"20010621";81;13.4;16.2;22.4;23.4;22.8;8;8;3;1;0;10;3;360;2;10;2;320;4;10;5;0.3473;145
"20010622";121;12.9;19.7;24.2;26.9;26.9;2;2;1;0;0;0;0;50;2;60;2;90;2;330;3;1.7321;81
"20010623";146;16.5;23.6;28.6;28.4;22.5;3;1;1;2;0;110;2;150;2;220;3;350;7;10;6;-1.9284;121
"20010624";121;15.3;20.4;25.2;27.7;25;6;1;0;0;0;350;4;360;4;350;3;20;3;360;6;-0.5209;146
"20010625";146;17.3;27;32.7;33.7;32.6;0;0;0;0;2;20;2;100;3;110;7;120;5;110;5;6.5778;121
"20010626";108;20.7;24;23.5;25.1;20.8;0;4;4;0;6;190;1;220;4;220;6;250;5;240;5;-3.8567;146
"20010627";83;16.2;19.7;22.9;24.8;22.5;6;7;6;6;7;220;2;240;3;260;4;260;5;250;4;-3.9392;108
"20010628";57;14.3;20.1;22.4;22.8;22.3;5;7;6;7;1;200;3;250;6;230;5;230;6;230;5;-3.8302;83
"20010629";81;14.6;19.6;25.1;27.2;24.6;7;3;4;4;6;0;0;220;3;220;4;240;5;240;4;-2.5712;57
"20010630";67;16.8;19.5;23.4;23.7;22.2;8;5;5;4;3;210;2;310;2;310;4;350;5;350;6;-3.0642;81
"20010701";70;14.1;18.8;22.7;24.9;23.4;7;5;2;1;0;290;1;20;2;360;4;20;4;10;4;0;67
"20010702";106;16.8;24.1;28.4;30.1;30;0;0;0;1;1;30;2;110;3;100;4;60;4;100;4;3.9392;70
"20010703";139;20.4;26.6;30.1;31.9;29.1;0;0;1;4;5;90;2;110;2;150;4;160;4;240;6;2;106
"20010704";79;17.7;19.5;18.8;17.8;17;7;8;8;8;7;240;3;170;4;240;1;200;3;240;1;-0.866;139
"20010705";93;16;16.8;18.2;22;24;7;8;8;6;3;300;1;0;0;180;1;140;2;300;2;0;79
"20010706";97;16;20.8;23.7;25;22;6;2;3;4;5;360;3;360;4;20;5;340;8;350;7;1.7101;93
"20010707";113;15.5;17.5;18.2;22.7;21.8;8;8;8;5;7;230;2;250;4;280;4;250;5;240;5;-3.9392;97
"20010708";72;14.1;18.1;21.2;23.9;22.1;7;7;6;4;3;210;2;300;3;260;4;250;4;270;5;-3.9392;113
"20010709";88;12.4;19.2;22;25.2;23.3;3;4;7;4;4;210;1;280;2;230;4;270;4;230;6;-3.0642;72
"20010710";77;17.6;19.4;20.7;22.5;19.5;8;7;8;7;8;210;5;250;7;250;6;270;9;240;6;-5.6382;88
"20010711";71;14;19.2;21;22.4;21.4;1;6;4;6;5;250;4;280;8;260;7;260;7;250;6;-6.8937;77
"20010712";56;13.2;13.8;17.3;18.5;19.6;8;8;8;6;6;190;4;150;3;310;5;340;6;330;3;-3.8302;71
"20010713";45;13.5;14.3;14.5;15.2;15.1;7;8;8;8;8;180;2;160;2;90;4;80;3;0;0;4;56
"20010714";67;12.3;15.6;18.6;20.3;18.5;8;5;7;5;6;360;3;320;5;290;4;270;4;10;5;-3.7588;45
"20010715";67;10.9;16.9;19.1;19.5;14.4;1;5;5;6;7;290;2;310;3;290;4;360;5;290;3;-3.7588;67
"20010716";84;13.7;17.4;20.4;21.4;20.4;4;3;4;6;6;320;1;360;1;170;2;240;3;230;4;0.3473;67
"20010717";63;13.4;15.1;20.5;20.6;16.8;8;8;6;6;6;160;7;150;4;230;7;230;8;240;6;-5.3623;84
"20010718";69;14.9;15.1;15.6;15.9;15.7;8;8;8;8;8;230;8;230;6;230;5;240;5;240;4;-3.8302;63
"20010719";92;14.5;16.7;19.1;19.3;18.4;6;7;6;4;2;330;5;340;6;320;7;340;8;330;7;-4.4995;69
"20010720";88;13.1;16.9;20.3;20.7;17.9;6;6;6;5;7;280;3;290;3;240;4;210;6;230;6;-3.4641;92
"20010721";66;16.8;18;21.6;23.3;22;8;8;6;5;5;200;5;210;6;210;7;220;5;220;4;-3.5;88
"20010722";72;14.8;18.6;21.9;23.6;21.5;7;4;7;6;6;160;1;120;1;260;2;340;3;360;5;-1.9696;66
"20010723";81;15.5;18.8;22.5;23.9;20.6;7;6;3;2;3;10;3;10;3;330;2;330;4;10;6;-1;72
"20010724";83;13.2;19;22.5;24.1;22.3;1;2;4;6;4;10;2;360;3;340;3;10;3;10;5;-1.0261;81
"20010725";149;12.6;19.9;26.9;29;27.3;1;3;4;3;5;330;2;90;1;290;1;320;1;10;6;-0.9397;83
"20010726";153;14.8;23.8;27.7;29.4;27.7;0;1;1;4;1;300;1;70;1;30;3;360;2;10;4;1.5;149
"20010727";159;17.3;24;28.3;26.5;23.6;1;2;2;7;7;220;1;340;1;40;2;270;2;40;3;1.2856;153
"20010728";149;17.9;23.3;27.6;28.8;28.7;5;4;6;3;2;320;2;120;1;230;2;350;1;140;3;-1.5321;159
"20010729";160;19.9;25;29.6;31.1;30.2;7;0;3;5;6;70;1;130;2;200;2;110;3;0;0;-0.684;149
"20010730";156;18.7;24.9;30.5;32.2;28.3;0;0;1;4;1;300;1;330;1;250;2;220;2;360;5;-1.8794;160
"20010731";84;17.8;20.5;26.3;27.8;25.2;6;1;0;2;1;10;4;340;4;350;4;360;4;10;5;-0.6946;156
"20010801";126;17.3;25.3;29.5;31.2;30;3;1;4;4;1;30;3;90;3;110;4;90;5;90;4;3.7588;84
"20010802";116;20.4;21.3;23.8;22.1;19.1;7;7;7;8;7;110;4;180;4;200;7;190;8;250;2;-2.3941;126
"20010803";77;15.6;20;18.2;23.6;17.4;6;5;7;6;7;230;3;240;4;300;3;290;4;10;4;-2.5981;116
"20010804";63;13.3;18.7;20.6;20.3;17.6;1;6;7;7;7;210;2;270;5;260;5;250;6;230;2;-4.924;77
"20010805";54;16.4;18.6;18.7;17.8;17.3;7;8;8;8;7;240;3;250;5;210;5;190;5;180;5;-2.5;63
"20010806";65;17.4;19.2;23;22.7;21.3;7;8;7;7;6;230;3;230;5;260;5;250;6;280;5;-4.924;54
"20010807";72;17.9;19.9;21.6;20.4;16.5;8;7;7;8;7;190;5;210;6;230;6;240;6;230;3;-4.5963;65
"20010808";60;15.1;18.7;21.4;21.7;19.5;6;7;7;7;6;230;4;250;6;240;7;260;7;240;6;-6.0622;72
"20010809";70;13.3;18.4;17.1;20.5;18.6;2;3;6;3;2;220;2;280;6;320;5;320;7;330;7;-3.2139;60
"20010810";77;10.6;17.1;20;20.8;20.3;3;4;5;4;1;250;1;320;3;340;3;10;3;360;4;-1.0261;70
"20010811";98;10.4;17.8;22.8;24.3;24.2;2;1;1;0;1;0;0;180;3;230;2;210;2;290;2;-1.5321;77
"20010812";111;13;20.9;25.2;26.7;24.9;1;1;5;2;1;350;1;200;3;270;3;230;3;270;4;-3;98
"20010813";75;17.1;18.8;20.5;26;26.9;8;8;7;1;0;150;1;240;1;0;0;360;1;220;2;0;111
"20010814";116;15;23.5;29.8;31.7;30;0;1;3;5;6;10;1;110;2;160;4;170;4;150;2;1.3681;75
"20010815";109;18.6;20.8;23.7;26.6;23.4;8;8;5;4;5;230;3;200;3;200;5;220;5;230;5;-1.7101;116
"20010816";NA;13.4;19.3;21.9;23.5;21.6;1;2;6;4;3;240;2;260;5;270;4;250;6;250;4;-4;109
"20010817";NA;12.2;18.9;22.2;24.4;22.7;1;4;5;6;7;0;0;210;2;160;3;210;5;190;3;1.0261;NA
"20010818";86;17.5;19.8;22.7;21.1;20.3;8;7;7;7;7;120;2;110;3;160;5;210;5;200;7;1.7101;NA
"20010819";67;16.7;18.8;21.1;18.9;16.1;7;7;7;8;8;220;4;230;7;230;7;210;5;230;2;-5.3623;86
"20010820";76;13.4;17.8;21.3;24;21.2;5;7;5;5;5;240;1;310;4;310;3;260;4;250;2;-2.2981;67
"20010821";113;12;20.6;24.8;27;24.6;3;1;1;2;1;120;1;160;4;170;5;230;3;270;4;0.8682;76
"20010822";117;14.7;21.6;26.9;28.6;28;3;6;6;4;2;280;1;50;2;140;3;140;3;130;1;1.9284;113
"20010823";131;16.1;22.7;28.4;30.1;27.1;4;5;3;3;3;0;0;170;1;260;2;220;3;20;4;-1.9696;117
"20010824";166;17.2;19.8;27.2;30.8;30.3;8;4;0;1;0;10;2;40;1;300;1;20;2;360;2;-0.866;131
"20010825";159;17.7;25;33.5;35.5;32.5;9;1;1;1;5;350;1;150;2;170;4;200;5;240;2;0.6946;166
"20010826";100;18.6;20.1;22.9;27.6;27.9;8;8;8;6;7;20;4;40;2;300;2;200;2;0;0;-1.7321;159
"20010827";114;19.2;21;26.3;26.4;24;6;7;4;5;3;30;4;50;4;70;3;20;4;30;5;2.8191;100
"20010828";112;15.2;21;24.4;26.8;24.9;1;1;6;3;5;90;4;90;4;90;4;70;4;70;4;4;114
"20010829";101;16.1;16.9;17.8;20.6;20.7;7;7;7;7;6;60;1;270;2;350;3;70;2;340;5;-0.5209;112
"20010830";76;14.4;17.5;18.6;18.7;18.2;7;7;7;7;7;270;2;300;4;270;4;240;2;290;3;-4;101
"20010831";59;12.1;16.5;20.3;20.3;17.8;2;5;7;6;6;270;3;300;5;310;7;330;9;330;5;-5.3623;76
"20010901";78;12.2;17.7;20.2;21.5;19.4;5;5;5;3;4;40;1;360;3;10;3;360;4;20;5;0.5209;59
"20010902";76;10;17.3;22.7;24.6;20.9;4;4;5;6;5;0;0;260;3;280;3;270;2;10;4;-2.9544;78
"20010903";55;14.5;15.3;16.8;19.2;17.5;8;8;7;5;2;240;1;290;2;290;2;340;7;360;5;-1.8794;76
"20010904";71;13.6;15.9;19.2;19.5;17.2;7;7;5;3;3;260;4;310;8;360;8;350;8;340;5;0;55
"20010905";66;9;16.2;18.9;19.3;17.7;1;2;5;6;2;290;2;340;4;350;5;20;5;350;5;-0.8682;71
"20010906";59;14.5;18.3;18.3;19;17.2;8;7;7;7;1;230;3;280;4;320;3;340;5;350;5;-1.9284;66
"20010907";68;10.9;16.9;20.8;22.5;20.8;7;6;5;7;7;290;2;330;3;300;4;310;4;350;4;-3.4641;59
"20010908";63;15.5;17.3;19.8;19.4;17.3;7;7;8;8;7;290;3;310;6;300;7;300;5;300;4;-6.0622;68
"20010909";NA;10;14.4;17.4;17.6;14.7;6;6;6;5;5;240;1;350;1;340;7;340;7;340;4;-2.3941;63
"20010910";NA;8.1;14.5;16.4;18.1;15.7;7;3;7;5;1;310;1;70;1;320;3;320;3;360;3;-1.9284;NA
"20010911";62;7.8;14.8;19.1;20.1;18.1;7;3;7;6;4;300;1;300;2;10;3;10;3;350;4;0.5209;NA
"20010912";78;9;14.2;22.2;22;19.3;3;5;5;6;7;170;1;300;1;270;5;270;5;250;5;-5;62
"20010913";74;15.5;15.8;18.7;19.1;15;8;8;7;7;6;240;4;310;6;280;7;290;8;280;5;-6.8937;78
"20010914";71;10.5;15.2;17.9;18.6;16.9;6;6;5;1;2;280;3;350;6;340;4;350;6;340;3;-1.3681;74
"20010915";69;12.6;17.1;17.7;17.5;15.6;8;6;7;8;6;240;3;300;6;340;8;350;6;340;4;-2.7362;71
"20010916";71;11.4;15.4;17.7;16.6;14.9;4;4;5;5;5;290;4;310;5;360;7;10;8;360;4;0;69
"20010917";60;10.5;13.7;14;15.8;13.6;6;4;5;4;1;330;3;360;4;40;5;360;7;360;4;3.2139;71
